resource_id,project_id,employee_name,employee_id,role,department,hourly_rate,hours_allocated,hours_worked,start_date,end_date,status,created_date,updated_date
RES12890,PRJ9317,สมศักดิ์ ขยัน,EMP2478,Foreman,วิศวกรรม,1861,1289,179,2022-08-06,2023-09-05,Completed,2022-06-22,2025-07-16 10:24:43
RES96512,PRJ9317,สุดา ใสใจ,EMP8834,Architect,บริหาร,1621,215,678,2022-08-06,2023-09-05,Completed,2022-06-22,2025-07-16 10:24:43
RES43145,PRJ9317,นิรัชต์ มีสุข,EMP4877,Foreman,การเงิน,1394,779,932,2022-08-06,2023-09-05,Active,2022-06-22,2025-07-16 10:24:43
RES82573,PRJ9317,นงลักษณ์ สุขสม,EMP2865,Supervisor,ความปลอดภัย,326,637,636,2022-08-06,2023-09-05,On Leave,2022-06-22,2025-07-16 10:24:43
RES58088,PRJ9317,ปรีดา สุขสม,EMP4311,Supervisor,จัดซื้อ,1604,1577,460,2022-08-06,2023-09-05,Completed,2022-06-22,2025-07-16 10:24:43
RES81678,PRJ9317,อรุณ สุขสม,EMP4041,Safety Officer,ควบคุมคุณภาพ,1025,754,1778,2022-08-06,2023-09-05,Active,2022-06-22,2025-07-16 10:24:43
RES25269,PRJ9317,ปิยะ มั่งคั่ง,EMP3710,Site Engineer,ควบคุมคุณภาพ,387,1189,271,2022-08-06,2023-09-05,Active,2022-06-22,2025-07-16 10:24:43
RES22093,PRJ9317,พรรณี มั่นใจ,EMP6002,Project Manager,ก่อสร้าง,230,1425,1176,2022-08-06,2023-09-05,On Leave,2022-06-22,2025-07-16 10:24:43
RES82883,PRJ9317,ชูใจ ชื่นชม,EMP2150,Quality Control,จัดซื้อ,253,778,1757,2022-08-06,2023-09-05,Completed,2022-06-22,2025-07-16 10:24:43
RES25337,PRJ2290,สมศักดิ์ ใจดี,EMP1591,Foreman,วิศวกรรม,535,1533,544,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES61452,PRJ2290,ชูใจ ชาญยุทธ,EMP2541,Safety Officer,ก่อสร้าง,807,638,1657,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES92055,PRJ2290,กิตติ ทรงธรรม,EMP1882,Worker,วิศวกรรม,1954,1151,274,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES95877,PRJ2290,มานี ประสิทธิ์,EMP2511,Site Engineer,บำรุงรักษา,1907,755,173,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES13954,PRJ2290,วิชาญ สมบูรณ์,EMP4374,Foreman,บริหาร,1815,669,657,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES58218,PRJ2290,อรุณ มั่งคั่ง,EMP9078,Site Engineer,ความปลอดภัย,1363,1223,1072,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES17606,PRJ2290,ปรีดา สุกใส,EMP6681,Foreman,การเงิน,856,1497,1040,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES19862,PRJ2290,กิตติ ชาญยุทธ,EMP2927,Quality Control,บริหาร,613,561,1456,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES76037,PRJ2290,นิรัชต์ สุขสม,EMP1898,Architect,บำรุงรักษา,1465,223,484,2022-04-29,2023-03-31,On Leave,2022-03-03,2025-07-16 10:24:43
RES59691,PRJ2290,มานี เจริญ,EMP7955,Quality Control,บำรุงรักษา,1403,206,127,2022-04-29,2023-03-31,Completed,2022-03-03,2025-07-16 10:24:43
RES89630,PRJ2290,ชาคริต รักงาน,EMP7502,Quality Control,ควบคุมคุณภาพ,1366,440,1668,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES70452,PRJ2290,สมหญิง มั่งคั่ง,EMP9079,Site Engineer,การเงิน,596,1230,1776,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES13463,PRJ2290,สมศักดิ์ ทรงธรรม,EMP2076,Worker,บริหาร,1750,1305,961,2022-04-29,2023-03-31,Active,2022-03-03,2025-07-16 10:24:43
RES38338,PRJ4295,พรรณี ชาญยุทธ,EMP1501,Quality Control,การเงิน,523,1254,1693,2023-03-10,2024-12-11,Completed,2023-01-25,2025-07-16 10:24:43
RES47396,PRJ4295,ชูใจ ชื่นชม,EMP4157,Foreman,ควบคุมคุณภาพ,750,1118,786,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES10682,PRJ4295,สมศักดิ์ ทรงธรรม,EMP4055,Foreman,การเงิน,1649,1269,1518,2023-03-10,2024-12-11,Active,2023-01-25,2025-07-16 10:24:43
RES58999,PRJ4295,ชูใจ แสงทอง,EMP5494,Architect,การเงิน,1554,390,533,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES24985,PRJ4295,สมศักดิ์ ขันที,EMP1392,Supervisor,ความปลอดภัย,1725,1223,438,2023-03-10,2024-12-11,Active,2023-01-25,2025-07-16 10:24:43
RES74960,PRJ4295,ชูใจ ประสิทธิ์,EMP4378,Safety Officer,ควบคุมคุณภาพ,1027,971,1252,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES29053,PRJ4295,วิภา ประสิทธิ์,EMP1278,Project Manager,ความปลอดภัย,544,1583,582,2023-03-10,2024-12-11,Completed,2023-01-25,2025-07-16 10:24:43
RES67537,PRJ4295,อรพิน ชื่นชม,EMP6098,Quality Control,จัดซื้อ,672,720,1159,2023-03-10,2024-12-11,Completed,2023-01-25,2025-07-16 10:24:43
RES72863,PRJ4295,ชาคริต ใจดี,EMP7437,Supervisor,บำรุงรักษา,1661,340,366,2023-03-10,2024-12-11,Active,2023-01-25,2025-07-16 10:24:43
RES39882,PRJ4295,วิชาญ สุกใส,EMP6454,Architect,ก่อสร้าง,969,1337,1005,2023-03-10,2024-12-11,Completed,2023-01-25,2025-07-16 10:24:43
RES14891,PRJ4295,วิชาญ ขยัน,EMP6871,Worker,บริหาร,968,1210,311,2023-03-10,2024-12-11,Active,2023-01-25,2025-07-16 10:24:43
RES45304,PRJ4295,ชาคริต สุขสม,EMP7059,Safety Officer,ก่อสร้าง,1684,1274,330,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES38072,PRJ4295,กิตติ สุขสม,EMP2190,Quality Control,จัดซื้อ,788,402,308,2023-03-10,2024-12-11,Completed,2023-01-25,2025-07-16 10:24:43
RES14069,PRJ4295,มานี รักงาน,EMP2247,Site Engineer,ก่อสร้าง,941,978,1632,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES53626,PRJ4295,ธนากร แสงทอง,EMP5417,Quality Control,การเงิน,195,688,459,2023-03-10,2024-12-11,On Leave,2023-01-25,2025-07-16 10:24:43
RES42348,PRJ2163,กิตติ ชื่นชม,EMP5185,Supervisor,บำรุงรักษา,1175,1085,283,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES13578,PRJ2163,มานี เด่น,EMP5467,Architect,ความปลอดภัย,1802,852,1260,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES63775,PRJ2163,อรุณ มั่งคั่ง,EMP1145,Supervisor,บริหาร,1531,336,289,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES94348,PRJ2163,ปิยะ มีสุข,EMP9135,Foreman,ควบคุมคุณภาพ,997,1230,870,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES45003,PRJ2163,ปิยะ ใจดี,EMP8291,Supervisor,จัดซื้อ,1115,1246,574,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES96261,PRJ2163,สมหญิง มั่นใจ,EMP6322,Safety Officer,บริหาร,902,1359,496,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES89240,PRJ2163,สมศักดิ์ สุขสม,EMP7658,Architect,บริหาร,210,1273,332,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES63983,PRJ2163,ชาคริต มั่งคั่ง,EMP4941,Worker,ความปลอดภัย,537,1310,657,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES72109,PRJ2163,สุธิดา เจริญ,EMP1255,Quality Control,ก่อสร้าง,1935,1157,1268,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES96607,PRJ2163,สมศักดิ์ แสงทอง,EMP3033,Worker,ก่อสร้าง,1609,1376,827,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES90354,PRJ2163,กิตติ ขันที,EMP6395,Worker,ก่อสร้าง,733,333,1619,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES56363,PRJ2163,อรุณ มีสุข,EMP8776,Architect,ก่อสร้าง,1124,1185,115,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES64382,PRJ2163,นิรัชต์ สุกใส,EMP4353,Worker,ความปลอดภัย,379,1104,1287,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES47298,PRJ2163,ธนากร มั่นใจ,EMP4016,Supervisor,การเงิน,1753,1540,340,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES37899,PRJ2163,ชูใจ สมบูรณ์,EMP3659,Quality Control,ความปลอดภัย,1607,1213,1341,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES21940,PRJ2163,สมหญิง เจริญ,EMP2482,Safety Officer,บริหาร,1621,1112,1239,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES99533,PRJ2163,นงลักษณ์ เด่น,EMP6535,Safety Officer,จัดซื้อ,406,313,1610,2023-03-28,2023-07-03,On Leave,2023-01-11,2025-07-16 10:24:43
RES15367,PRJ2163,ชาคริต มั่นใจ,EMP5943,Worker,วิศวกรรม,640,1591,690,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES93505,PRJ2163,วิภา แสงทอง,EMP6744,Foreman,ควบคุมคุณภาพ,1431,1470,536,2023-03-28,2023-07-03,Completed,2023-01-11,2025-07-16 10:24:43
RES98408,PRJ2163,ชูใจ ทรงธรรม,EMP6885,Quality Control,บำรุงรักษา,496,1335,1236,2023-03-28,2023-07-03,Active,2023-01-11,2025-07-16 10:24:43
RES28156,PRJ8749,อรุณ แสงทอง,EMP7199,Worker,บำรุงรักษา,248,1127,296,2024-08-26,2025-07-30,Active,2024-07-06,2025-07-16 10:24:43
RES77849,PRJ8749,ชูใจ มีสุข,EMP2060,Safety Officer,บริหาร,849,1542,1168,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES19566,PRJ8749,สมชาย ทรงธรรม,EMP2979,Site Engineer,จัดซื้อ,718,404,255,2024-08-26,2025-07-30,Completed,2024-07-06,2025-07-16 10:24:43
RES43789,PRJ8749,ชาคริต รักงาน,EMP2338,Site Engineer,ควบคุมคุณภาพ,971,283,1652,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES57610,PRJ8749,พรรณี เก่งกาจ,EMP5947,Safety Officer,ควบคุมคุณภาพ,1086,1533,1157,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES95397,PRJ8749,ธนากร เก่งกาจ,EMP4951,Safety Officer,บำรุงรักษา,1907,758,1245,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES74956,PRJ8749,สุธิดา มั่งคั่ง,EMP1925,Safety Officer,วิศวกรรม,1867,1455,401,2024-08-26,2025-07-30,Completed,2024-07-06,2025-07-16 10:24:43
RES32620,PRJ8749,ธนากร ใจดี,EMP3569,Site Engineer,บริหาร,646,1287,434,2024-08-26,2025-07-30,Active,2024-07-06,2025-07-16 10:24:43
RES73317,PRJ8749,สมศักดิ์ มั่นใจ,EMP1989,Quality Control,จัดซื้อ,981,1003,1590,2024-08-26,2025-07-30,Active,2024-07-06,2025-07-16 10:24:43
RES80928,PRJ8749,อรุณ ใสใจ,EMP4330,Supervisor,การเงิน,453,1100,229,2024-08-26,2025-07-30,Completed,2024-07-06,2025-07-16 10:24:43
RES62757,PRJ8749,วิไล มีสุข,EMP2776,Project Manager,บริหาร,779,546,1498,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES11261,PRJ8749,สมศักดิ์ มั่งคั่ง,EMP8323,Project Manager,ควบคุมคุณภาพ,1117,1158,1165,2024-08-26,2025-07-30,Active,2024-07-06,2025-07-16 10:24:43
RES92773,PRJ8749,วิไล ขันที,EMP8121,Supervisor,ก่อสร้าง,1230,234,1121,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES84794,PRJ8749,วิไล สมบูรณ์,EMP5472,Worker,ก่อสร้าง,221,1537,1523,2024-08-26,2025-07-30,On Leave,2024-07-06,2025-07-16 10:24:43
RES49907,PRJ4139,ชูใจ สุกใส,EMP7707,Foreman,จัดซื้อ,1157,871,221,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES47538,PRJ4139,ชาคริต แสงทอง,EMP7471,Architect,บำรุงรักษา,1785,432,974,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES57244,PRJ4139,ชาคริต สุขสม,EMP9353,Foreman,วิศวกรรม,959,1074,1300,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES72472,PRJ4139,สมศักดิ์ ใสใจ,EMP1057,Project Manager,ควบคุมคุณภาพ,1170,789,783,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES29551,PRJ4139,สมหญิง เก่งกาจ,EMP8167,Foreman,จัดซื้อ,1695,1412,562,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES26384,PRJ4139,กิตติ ขยัน,EMP6657,Foreman,การเงิน,593,1067,556,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES90188,PRJ4139,สมหญิง สุกใส,EMP5225,Project Manager,จัดซื้อ,170,625,786,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES77494,PRJ4139,ธนากร มีสุข,EMP3432,Worker,บำรุงรักษา,1036,978,1625,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES26013,PRJ4139,ปิยะ แสงทอง,EMP4278,Safety Officer,บริหาร,903,286,1574,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES37517,PRJ4139,กิตติ ขันที,EMP4422,Supervisor,ก่อสร้าง,1871,1168,989,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES43799,PRJ4139,ปิยะ มีสุข,EMP9729,Architect,จัดซื้อ,594,486,1683,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES70994,PRJ4139,ปิยะ สมบูรณ์,EMP9147,Foreman,ก่อสร้าง,622,850,1637,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES23370,PRJ4139,สมหญิง สมบูรณ์,EMP4758,Safety Officer,บริหาร,575,174,1212,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES50919,PRJ4139,ปิยะ ชาญยุทธ,EMP5112,Project Manager,ควบคุมคุณภาพ,1346,1072,122,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES35046,PRJ4139,วิภา ชาญยุทธ,EMP3028,Supervisor,ความปลอดภัย,554,911,916,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES20812,PRJ4139,ปิยะ ใสใจ,EMP8976,Project Manager,ความปลอดภัย,1718,1111,548,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES87652,PRJ4139,วิไล ใสใจ,EMP2862,Safety Officer,จัดซื้อ,356,1330,1449,2022-08-12,2023-07-22,Completed,2022-07-10,2025-07-16 10:24:43
RES12170,PRJ4139,กิตติ เด่น,EMP7054,Architect,ความปลอดภัย,1256,779,1590,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES22564,PRJ4139,อรพิน ทรงธรรม,EMP9837,Supervisor,บำรุงรักษา,445,1431,1469,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES47927,PRJ4139,สมชาย แสงทอง,EMP4379,Foreman,บำรุงรักษา,1041,565,1426,2022-08-12,2023-07-22,On Leave,2022-07-10,2025-07-16 10:24:43
RES78471,PRJ4139,วิไล ใสใจ,EMP4345,Worker,ก่อสร้าง,1027,1237,1238,2022-08-12,2023-07-22,Active,2022-07-10,2025-07-16 10:24:43
RES89066,PRJ4872,สุธิดา ไว้ใจ,EMP8679,Supervisor,ควบคุมคุณภาพ,602,324,1520,2022-01-31,2022-08-04,Completed,2021-12-14,2025-07-16 10:24:43
RES41198,PRJ4872,สุดา ใจดี,EMP9352,Architect,จัดซื้อ,196,867,1734,2022-01-31,2022-08-04,Completed,2021-12-14,2025-07-16 10:24:43
RES20577,PRJ4872,สมชาย มีสุข,EMP6433,Project Manager,จัดซื้อ,1746,1052,989,2022-01-31,2022-08-04,On Leave,2021-12-14,2025-07-16 10:24:43
RES78682,PRJ4872,กิตติ เจริญ,EMP7607,Safety Officer,ควบคุมคุณภาพ,1479,769,1112,2022-01-31,2022-08-04,Completed,2021-12-14,2025-07-16 10:24:43
RES22271,PRJ4872,พรรณี มั่นใจ,EMP9714,Quality Control,ควบคุมคุณภาพ,1114,451,1245,2022-01-31,2022-08-04,On Leave,2021-12-14,2025-07-16 10:24:43
RES90692,PRJ4872,นิรัชต์ มั่งคั่ง,EMP4786,Architect,ก่อสร้าง,883,795,400,2022-01-31,2022-08-04,Completed,2021-12-14,2025-07-16 10:24:43
RES32137,PRJ4872,ปิยะ ใจดี,EMP6328,Architect,จัดซื้อ,930,655,1486,2022-01-31,2022-08-04,Completed,2021-12-14,2025-07-16 10:24:43
RES36987,PRJ4872,สมศักดิ์ ขันที,EMP4733,Worker,การเงิน,754,1381,691,2022-01-31,2022-08-04,Active,2021-12-14,2025-07-16 10:24:43
RES82919,PRJ4872,สมศักดิ์ ใสใจ,EMP6249,Worker,จัดซื้อ,561,901,991,2022-01-31,2022-08-04,On Leave,2021-12-14,2025-07-16 10:24:43
RES19763,PRJ8973,ปรีดา เจริญ,EMP9413,Safety Officer,ควบคุมคุณภาพ,556,224,209,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES21932,PRJ8973,สมชาย มีสุข,EMP8663,Supervisor,จัดซื้อ,1662,1535,870,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES31986,PRJ8973,อรพิน รักงาน,EMP8556,Supervisor,ก่อสร้าง,1548,508,1594,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES76190,PRJ8973,สุธิดา ขยัน,EMP4503,Site Engineer,จัดซื้อ,733,1527,901,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES22587,PRJ8973,สมศักดิ์ ใจดี,EMP1546,Project Manager,ความปลอดภัย,1782,1283,1163,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES13002,PRJ8973,สุธิดา ชาญยุทธ,EMP3527,Quality Control,ความปลอดภัย,961,783,1647,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES83088,PRJ8973,สมศักดิ์ ชาญยุทธ,EMP8684,Architect,การเงิน,1734,1450,672,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES66458,PRJ8973,สมหญิง ไว้ใจ,EMP1380,Supervisor,บำรุงรักษา,1141,358,949,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES96105,PRJ8973,อรพิน ประสิทธิ์,EMP2760,Project Manager,ความปลอดภัย,1729,876,1638,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES42364,PRJ8973,ชาคริต ขันที,EMP8132,Worker,ความปลอดภัย,1818,1171,1723,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES40645,PRJ8973,ชูใจ สุกใส,EMP9996,Project Manager,การเงิน,1560,427,1126,2024-05-16,2026-03-06,On Leave,2024-03-15,2025-07-16 10:24:43
RES96400,PRJ8973,ธนากร รักงาน,EMP8155,Architect,วิศวกรรม,211,1292,491,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES49707,PRJ8973,สุธิดา สุกใส,EMP2483,Supervisor,บำรุงรักษา,1260,720,602,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES15688,PRJ8973,นงลักษณ์ รักงาน,EMP9324,Architect,ควบคุมคุณภาพ,876,1190,183,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES52384,PRJ8973,สมหญิง มีสุข,EMP4927,Project Manager,จัดซื้อ,473,734,905,2024-05-16,2026-03-06,On Leave,2024-03-15,2025-07-16 10:24:43
RES31679,PRJ8973,ชาคริต สมบูรณ์,EMP5885,Supervisor,การเงิน,1460,674,1182,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES53250,PRJ8973,สุดา ใจดี,EMP4058,Site Engineer,การเงิน,1368,956,165,2024-05-16,2026-03-06,Active,2024-03-15,2025-07-16 10:24:43
RES69227,PRJ8973,นิรัชต์ มั่งคั่ง,EMP9537,Project Manager,ควบคุมคุณภาพ,1183,836,735,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES48107,PRJ8973,กิตติ ขันที,EMP1011,Worker,บริหาร,1423,594,1076,2024-05-16,2026-03-06,Completed,2024-03-15,2025-07-16 10:24:43
RES46202,PRJ1931,สุธิดา ขันที,EMP3007,Site Engineer,จัดซื้อ,1053,326,481,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES54306,PRJ1931,สมหญิง สมบูรณ์,EMP7636,Architect,การเงิน,387,1288,1715,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES75891,PRJ1931,นิรัชต์ มั่นใจ,EMP1727,Project Manager,ความปลอดภัย,1604,411,742,2024-12-23,2025-08-31,On Leave,2024-10-17,2025-07-16 10:24:43
RES39046,PRJ1931,มานี ชาญยุทธ,EMP7108,Foreman,จัดซื้อ,1383,1514,921,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES39284,PRJ1931,วิไล แสงทอง,EMP6171,Project Manager,บริหาร,355,502,1300,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES73166,PRJ1931,มานี ชื่นชม,EMP1189,Site Engineer,บริหาร,1758,300,477,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES56375,PRJ1931,สุธิดา ใจดี,EMP9879,Site Engineer,การเงิน,1810,1304,212,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES95730,PRJ1931,นิรัชต์ ไว้ใจ,EMP5836,Site Engineer,ควบคุมคุณภาพ,1681,981,1380,2024-12-23,2025-08-31,On Leave,2024-10-17,2025-07-16 10:24:43
RES14742,PRJ1931,อรพิน แสงทอง,EMP2979,Site Engineer,ควบคุมคุณภาพ,915,1340,943,2024-12-23,2025-08-31,On Leave,2024-10-17,2025-07-16 10:24:43
RES20680,PRJ1931,วิไล ขันที,EMP9068,Site Engineer,บำรุงรักษา,1047,175,1198,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES50788,PRJ1931,นงลักษณ์ มีสุข,EMP4342,Foreman,การเงิน,1464,195,1104,2024-12-23,2025-08-31,On Leave,2024-10-17,2025-07-16 10:24:43
RES88664,PRJ1931,อรุณ สุขสม,EMP3518,Supervisor,ควบคุมคุณภาพ,357,447,252,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES85561,PRJ1931,อรพิน เก่งกาจ,EMP3208,Project Manager,ความปลอดภัย,722,244,1463,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES37944,PRJ1931,ปรีดา สุขสม,EMP8719,Safety Officer,การเงิน,1843,1229,1238,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES30250,PRJ1931,สุธิดา ขยัน,EMP9862,Project Manager,จัดซื้อ,939,978,317,2024-12-23,2025-08-31,Active,2024-10-17,2025-07-16 10:24:43
RES33765,PRJ1931,อรุณ มีสุข,EMP1537,Supervisor,บริหาร,1564,955,1312,2024-12-23,2025-08-31,Completed,2024-10-17,2025-07-16 10:24:43
RES51681,PRJ5272,ปรีดา สุขสม,EMP3752,Site Engineer,วิศวกรรม,1029,1295,983,2024-12-06,2026-01-23,Active,2024-09-28,2025-07-16 10:24:43
RES94308,PRJ5272,นิรัชต์ ประสิทธิ์,EMP2341,Site Engineer,ก่อสร้าง,1852,1528,1555,2024-12-06,2026-01-23,On Leave,2024-09-28,2025-07-16 10:24:43
RES40149,PRJ5272,นงลักษณ์ ไว้ใจ,EMP4631,Supervisor,บริหาร,1747,532,764,2024-12-06,2026-01-23,Completed,2024-09-28,2025-07-16 10:24:43
RES76580,PRJ5272,ปรีดา มั่นใจ,EMP3222,Project Manager,จัดซื้อ,1345,468,552,2024-12-06,2026-01-23,Active,2024-09-28,2025-07-16 10:24:43
RES47288,PRJ5272,ธนากร ไว้ใจ,EMP8052,Site Engineer,บริหาร,1769,1353,1541,2024-12-06,2026-01-23,Completed,2024-09-28,2025-07-16 10:24:43
RES24121,PRJ5272,สมศักดิ์ รักงาน,EMP9971,Project Manager,ความปลอดภัย,1446,895,163,2024-12-06,2026-01-23,Completed,2024-09-28,2025-07-16 10:24:43
RES21672,PRJ5272,นิรัชต์ มีสุข,EMP1802,Supervisor,จัดซื้อ,484,172,1162,2024-12-06,2026-01-23,Active,2024-09-28,2025-07-16 10:24:43
RES45924,PRJ5272,วิชาญ ประสิทธิ์,EMP1218,Worker,ความปลอดภัย,979,993,187,2024-12-06,2026-01-23,On Leave,2024-09-28,2025-07-16 10:24:43
RES19879,PRJ5272,นงลักษณ์ ทรงธรรม,EMP2674,Worker,บริหาร,1586,1290,583,2024-12-06,2026-01-23,Completed,2024-09-28,2025-07-16 10:24:43
RES83914,PRJ5272,ธนากร ขยัน,EMP5595,Architect,บริหาร,1020,987,123,2024-12-06,2026-01-23,On Leave,2024-09-28,2025-07-16 10:24:43
RES75732,PRJ9808,สมหญิง ขันที,EMP3157,Safety Officer,ความปลอดภัย,1847,857,915,2022-07-24,2023-01-05,Completed,2022-06-05,2025-07-16 10:24:43
RES83072,PRJ9808,วิภา ไว้ใจ,EMP9951,Architect,บริหาร,1366,1157,628,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES45937,PRJ9808,นิรัชต์ เด่น,EMP3344,Project Manager,ความปลอดภัย,1395,1430,835,2022-07-24,2023-01-05,Completed,2022-06-05,2025-07-16 10:24:43
RES95267,PRJ9808,สุธิดา ขันที,EMP3935,Architect,ควบคุมคุณภาพ,1910,1541,1658,2022-07-24,2023-01-05,On Leave,2022-06-05,2025-07-16 10:24:43
RES47703,PRJ9808,สุธิดา รักงาน,EMP7398,Site Engineer,การเงิน,1242,559,191,2022-07-24,2023-01-05,Active,2022-06-05,2025-07-16 10:24:43
RES47446,PRJ9808,ปรีดา มีสุข,EMP9592,Quality Control,วิศวกรรม,950,1121,701,2022-07-24,2023-01-05,On Leave,2022-06-05,2025-07-16 10:24:43
